_id,tipo_equipamento,registro_inmetro,numero_serie_fabricante,identificacao_equipamento,local_instalacao,sentido_fiscalizacao,latitude,longitude,faixas_fiscalizadas,velocidade_fiscalizada,vmd,periodo_vmd,data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-01,05:06:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4988,RUA DR VICENTE GOMES,PRÓXIMO A PRAÇA DE BOA VIAGEM,BOA VIAGEM,483.0,CIDADE,ABALROAMENTO TRANSVERSAL,ENTRE ÔNIBUS E 2 AUTOS. S/V,2.0,,,,,1.0,,,,0.0,,Longo da via,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-04,09:33:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,RUA BALTAZAR PASSOS,,BOA VIAGEM,149.0,CIDADE,COLISÃO TRASEIRA,DOIS AUTOS,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Única,Faixa contínua,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-05,12:17:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,6370,,NO QUIOSQUE 51 NA ORLA,BOA VIAGEM,,,COLISÃO,COLISAO ENTRE E AUTOS S MOTO S/V,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-07,16:57:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4988,RUA DR VICENTE GOMES,EDF. LUIZ DIAS LINS,BOA VIAGEM,483.0,,COLISÃO TRASEIRA,COLISAO S/ VITIMA ENTRE DOIS VEICULOS. VT 07 BARRETO- ALDILON E GERLANE. NO LOCAL,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-09,16:13:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,3416,,,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA,2.0,1.0,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-10,08:05:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,704,,,BOA VIAGEM,121.0,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-13,09:08:00,SEM VÍTIMA,DUPLICIDADE,BOA VIAGEM,AV BOA VIAGEM,S/N,AV HERCULANO BANDEIRA,SEMÁFORO Nº 104,BOA VIAGEM,104.0,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO ENTRE ONIBUS E AUTO,1.0,,,,,1.0,,,,0.0,,,,,,,,,,,,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-15,11:25:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,2682,RUA PROFESSOR JOSE BRANDAO,,BOA VIAGEM,,SUBURBIO,CHOQUE VEÍCULO PARADO,TRES AUTOS /  GM DOUGLAS FEZ A SITUAÇAO,3.0,,,,,,,,,0.0,,,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-25,13:14:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,1338,,EM FRENTE AO EDIFICIO MARIA DE LOURDES,BOA VIAGEM,,,COLISÃO,COLISÃO SEM VÍTIMA,1.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-03-31,04:24:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,6636,,E/F AO EDF ALEXANDRINA - APÓS O CLUBE DE OFICIAIS DA AERONAUTICA,BOA VIAGEM,,CIDADE,CHOQUE VEÍCULO PARADO,CONDUTOR PERDEU O CONTROLE DO VEICULO E CHOCOU-SE CONTRA OUTRO VEICULO ESTACIONADO NO BORDO DA VIA - C/VITIMA SOCORRIDA PELO CBPM,2.0,,,,,,,,,1.0,,Longo da via,Chuvoso,,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6b,60 km/h,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-04-15,02:42:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,1688,,2° JARDIM,BOA VIAGEM,,CIDADE,COLISÃO COM CICLISTA,AUTO E BICICLETA.,1.0,,,1.0,,,,,,2.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,60 km/h,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-04-30,06:02:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,2234,,EM FRENTE AO EDIFICIO  VILA AZUL,BOA VIAGEM,,,COLISÃO,COLISÃO SEM VITIMAS,1.0,,,,,,,1.0,,0.0,,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,,Única,Faixa contínua,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-06-23,14:37:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,30,,E/F AO EDF. ENSEADA DA BARRA,BOA VIAGEM,,,COLISÃO,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,N/I,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-06-26,13:16:00,SEM VÍTIMA,FINALIZADA,PINA,AV BOA VIAGEM,110,,E/F AO POSTO BR,PINA,,CIDADE,COLISÃO,COLISAO ENTRE TRES AUTOS S/V,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-07-15,07:30:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,3650,,,BOA VIAGEM,,,COLISÃO,03 AUTOS PASSSEIO,3.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60KM,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-07-17,04:59:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,,LADO OPSTO AO EDFº GRAND MERCURY,BOA VIAGEM,,CIDADE,CHOQUE OBJETO FIXO,CHOQUE NO POSTE ILUMUNIAÇÃO,1.0,,,,,,,,,0.0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,60KM,Única,Faixa contínua,Faixa seccionada,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-07-26,16:24:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,2198,RUA HENRIQUE CAPITULINO,EM FRENTE AO BANHEIRO PUBLICO NUMERO 5,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,CONDUTOR DA MOTO AVANÇOU O SINAL VERMELHO E COM O PARALAMA DO LADO DIREITO DO VEICULO,1.0,1.0,,,,,,,,1.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Não existe,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-07-28,16:13:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,704,,EM FRENTE AO EDF. NÁPOLIS,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,VEICULO DA GUARDA MUNICIPAL ESTAVA ESTACIONDO E O CARRO UMA PUXAVA A MOTO TUQUI-TUQUI- E A MOTO COLIDIU COM O VEICULO DA GUARDA MUNICIPAL,2.0,,,,,,,,1.0,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa contínua,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-08-16,01:30:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,1628,,E/F AO EDF PORTO FINO E 2º JARDIM,BOA VIAGEM,,,CHOQUE OBJETO FIXO,VEICULO FOI ABANDONADO NA VIA APÓS SE CHOCAR CONTRA UM PAPA-METRALHA.,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-09-09,09:53:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,1998,,EM FRENTE,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,MOTOCICLETA DA CTTU X RAV 4,1.0,1.0,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-09-11,18:17:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,RUA RIBEIRO DE BRITO,,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO ENTRE AUTO E MOTO- C/V,1.0,1.0,,,,,,,,1.0,,Cruzamento,Bom,Sem defeito,,Seca,Mal iluminada,Faixa de pedestre,Outras,60 km/h,Única,Faixa contínua,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-09-20,11:13:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,328,,EM FRENTE AS QUADRAS DE TÊNIS. EDF. ARAUCÁRIA.,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,INFORMES QUE UM CONDUTOR PERDEU O CONTROLE DO VEÍCULO-COLIDIU COM OUTRO VEÍCULO (POLO COM SUA CONDUTORA TAMBÉM VITIMADA) E COM 2 BICICLETAS.,2.0,,,2.0,,,,,,3.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-10-07,12:51:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,6234,RUA JEAN MERMOZ,ED. PARQUE AVENIDA LIVING,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa contínua,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-10-17,21:55:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,2334,,POSTO 5 / EM FRENTE AO EDF CATAMARÃ,BOA VIAGEM,,,CHOQUE VEÍCULO PARADO,VEÍCULO CHOCOU-SE CONTRA DOIS VEÍCULOS ESTACIONADOS (CONDUTOR ABANDONOU O VEÍCULO NO LOCAL),3.0,,,,,,,,,0.0,,,,,,,,,,,,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-10-27,21:47:00,COM VÍTIMA,FINALIZADA,PINA,AV BOA VIAGEM,,,PÓLO PINA,PINA,104.0,CIDADE,ATROPELAMENTO,MOTO E PEDESTRE.,,1.0,,,1.0,,,,,2.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Mal iluminada,Faixa de pedestre,Outras,60 km/h,Única,Faixa contínua,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-11-08,10:57:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,2784,,APÓS A PADARIA BOA VIAGEM,BOA VIAGEM,,CIDADE,CHOQUE VEÍCULO PARADO,SEM VITIMAS -UM DOS CONDUTORES EM SITUAÇÃO DE EMBRIAGUEZ,3.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-11-16,17:36:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,,EM FRENTE A PRACINHA DE BOA VIAGEM,BOA VIAGEM,4.0,CIDADE,ATROPELAMENTO,VITIMA NO LOCAL,1.0,,,,1.0,,,,,1.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-11-21,16:36:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,6274,,,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA/ COM VEÍCULO OFICIAL,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h,Única,Faixa contínua,Faixa seccionada,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-12-02,19:51:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,4338,,APÓS O POINT DA JAMAICA- EM FRENTE AO EDIFICIO MOHANA,BOA VIAGEM,,,CHOQUE,COLISÃO ENTRE DOIS AUTOS SEM VITIMAS- APOS A COLISÃO UM DOS VEÍCULOS CHOCOU-SE NO PORTÃO DO CONDOMINIO MOHANA,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
7,FIXO,Portaria 82/2001,L06926,CTTU 5947,AV BOA VIAGEM,-,-8.1408899,-34.9032189,1,60,8500,dez/20,2020-12-10,16:53:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,1338,,EM FRENTE AO SEGUNDO JARDIM,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,AGUARDANDO ATENDIMENTO DO SAMU. BATEDORES REGINALDO E MILTON NO LOCAL.,1.0,1.0,,,,,,,,1.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-01,02:22:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,,EM FRENTE AO 1º JARDIM B. VIAGEM,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,COLISÃO ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-11,15:03:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,,,E/F AO BAR SUBURBAN BAR VT 25 NO LOCAL,BOA VIAGEM,,,COLISÃO,COLISAO ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-12,12:09:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,848,,STUDIO PORTAL DE BOA VIAGEM,BOA VIAGEM,,CIDADE,ATROPELAMENTO,BICICLETA E PEDESTRE,,,,1.0,1.0,,,,,1.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa contínua,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-13,17:40:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4040,,,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-14,11:12:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,634,,EDIFICIO JOSE ESTACIO VIEIRA,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VITIMAS,4.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-14,14:58:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,RUA ERNESTO DE PAULA SANTOS,,BOA VIAGEM,113.0,CIDADE,COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,2.0,1.0,,,,,,,,0.0,,,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-15,12:26:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,3722,,EM FRENTE AO ORLA BAR E RESTAURANTE,BOA VIAGEM,,,COLISÃO,COLISÃO SEM VÍTIMA,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-16,13:36:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,3114,,EM FRENTE AO HOTEL JANGADEIRO,BOA VIAGEM,555.0,CIDADE,COLISÃO TRASEIRA,COLISAO SEM VITIMAS,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa contínua,Faixa seccionada,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-21,18:07:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,5802,,,BOA VIAGEM,445.0,CIDADE,ABALROAMENTO LONGITUDINAL,COLISAO SEM VITIMAS,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-25,15:35:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,5366,,AO LADO DO HOTEL ATLANTE PLAZA,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISAO COM VITIMAS,1.0,1.0,,,,,,,,1.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-01-31,00:43:00,SEM VÍTIMA,FINALIZADA,PINA,AV BOA VIAGEM,,RUA ALCIDES CARNEIRO LEAL,,PINA,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-04,12:12:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4988,RUA BARAO DE SOUZA LEAO,,BOA VIAGEM,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA,2.0,,,,,,,,,0.0,,,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-08,12:30:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,2234,RUA HENRIQUE CAPITULINO,EDF. VILA AZUL,BOA VIAGEM,663.0,CIDADE,COLISÃO TRASEIRA,TRES AUTOS,3.0,,,,,,,,,0.0,,,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-11,20:19:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,980,RUA TOME GIBSON,ENF. AO EDF. VERONESE,BOA VIAGEM,,,COLISÃO,JEEP X SIENA  OBS.. BATEDORES DA CTTU NO LOCAL 36X 07,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-14,14:30:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,,EDF CALIFORNIA,BOA VIAGEM,124.0,CIDADE,COLISÃO,COLISAO S/ VITIMA. ENTRE DOIS VEICULOS,2.0,,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-15,22:36:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,6500,RUA BALTAZAR PASSOS,ENF. AO EDF. IVANIR SILVESTRE,BOA VIAGEM,,CIDADE,COLISÃO,ONIBUS BORBOREMA X SANDERO,1.0,,,,,1.0,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,60 km/h,Única,,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-16,20:15:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4820,,ENF AO CONDOMINIO EDF. BELA VISTA,BOA VIAGEM,,CIDADE,COLISÃO,LOGAN X OPALA,2.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,
12,FIXO,Portaria 86/2013,R06911,CTTU 5943,AV BOA VIAGEM,-,-8.1078431,-34.8881609,3,60,20900,dez/20,2020-02-17,10:59:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,6306,RUA JOAO CARDOSO AIRES,E/F AO EDF. ANTONIO DIAS CARDOSO,BOA VIAGEM,149.0,CIDADE,COLISÃO,COLISÃO S/VTIMAS ENTRE DOIS AUTOS,2.0,,,,,,,,,0.0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,,Única,Faixa contínua,,
